scenario,trajectory,config,config_label,oil,oil_label,solar_mult,land_screen,jera_capital,solar_basis,kind,rescaled,short_label,description,total_cost_bn,conv_capital_bn,mip_gap_requested,mip_gap_achieved,source_dir
nlv2b_wb_C5_LNG375_refbrent_adv,Conservative rooftop (base),wb_C5_LNG375,"New LNG plant, 375 MW (alt cell)",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LNG plant, 375 MW (alt cell) · EIA-ref oil · base rooftop · ATB-Adv","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",24.9926,0.0,0.001,0.000924185,R010_outputs_nlv2b_wb_C5_LNG375_refbrent_adv
nlv2b_wb_C5_LNG375_refbrent_j120,Conservative rooftop (base),wb_C5_LNG375,"New LNG plant, 375 MW (alt cell)",refbrent,EIA reference,1.0,Reference,+20%,ATB Moderate,model,0,"New LNG plant, 375 MW (alt cell) · EIA-ref oil · base rooftop · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",26.6556,0.0,0.001,0.000992471,R010_outputs_nlv2b_wb_C5_LNG375_refbrent_j120
nlv2b_wb_C5_LNG375_refbrent_j120_adv,Conservative rooftop (base),wb_C5_LNG375,"New LNG plant, 375 MW (alt cell)",refbrent,EIA reference,1.0,Reference,+20%,ATB Advanced,model,0,"New LNG plant, 375 MW (alt cell) · EIA-ref oil · base rooftop · ATB-Adv · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",25.339,0.0,0.001,0.000951998,R010_outputs_nlv2b_wb_C5_LNG375_refbrent_j120_adv
nlv2b_wb_C6_LNG500_futbrent,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Moderate,model,0,"JERA LNG plant, 500 MW · futures oil · base rooftop","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",24.9489,0.0,0.001,0.000837887,R010_outputs_nlv2b_wb_C6_LNG500_futbrent
nlv2b_wb_C6_LNG500_futbrent_adv,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Advanced,model,0,"JERA LNG plant, 500 MW · futures oil · base rooftop · ATB-Adv","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",23.7708,0.0,0.001,0.000772606,R010_outputs_nlv2b_wb_C6_LNG500_futbrent_adv
nlv2b_wb_C6_LNG500_futbrent_j120,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",futbrent,Brent futures,1.0,Reference,+20%,ATB Moderate,model,0,"JERA LNG plant, 500 MW · futures oil · base rooftop · JERA +20%","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",25.3776,0.0,0.001,0.000930683,R010_outputs_nlv2b_wb_C6_LNG500_futbrent_j120
nlv2b_wb_C6_LNG500_futbrent_j120_adv,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",futbrent,Brent futures,1.0,Reference,+20%,ATB Advanced,model,0,"JERA LNG plant, 500 MW · futures oil · base rooftop · ATB-Adv · JERA +20%","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",24.2009,0.0,0.001,0.000942515,R010_outputs_nlv2b_wb_C6_LNG500_futbrent_j120_adv
nlv2b_wb_C6_LNG500_highbrent,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"JERA LNG plant, 500 MW · high oil · base rooftop","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",28.5701,0.0,0.001,0.000706741,R010_outputs_nlv2b_wb_C6_LNG500_highbrent
nlv2b_wb_C6_LNG500_highbrent_adv,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,"JERA LNG plant, 500 MW · high oil · base rooftop · ATB-Adv","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",27.1051,0.0,0.001,0.000792235,R010_outputs_nlv2b_wb_C6_LNG500_highbrent_adv
nlv2b_wb_C6_LNG500_highbrent_j120,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",highbrent,Market 90th percentile,1.0,Reference,+20%,ATB Moderate,model,0,"JERA LNG plant, 500 MW · high oil · base rooftop · JERA +20%","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",28.9947,0.0,0.001,0.000647328,R010_outputs_nlv2b_wb_C6_LNG500_highbrent_j120
nlv2b_wb_C6_LNG500_highbrent_j120_adv,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",highbrent,Market 90th percentile,1.0,Reference,+20%,ATB Advanced,model,0,"JERA LNG plant, 500 MW · high oil · base rooftop · ATB-Adv · JERA +20%","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",27.5364,0.0,0.001,0.000974454,R010_outputs_nlv2b_wb_C6_LNG500_highbrent_j120_adv
nlv2b_wb_C6_LNG500_lowbrent,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"JERA LNG plant, 500 MW · low oil · base rooftop","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",22.7521,0.0,0.001,0.000942607,R010_outputs_nlv2b_wb_C6_LNG500_lowbrent
nlv2b_wb_C6_LNG500_lowbrent_adv,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,"JERA LNG plant, 500 MW · low oil · base rooftop · ATB-Adv","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",21.583,0.0,0.001,0.000975179,R010_outputs_nlv2b_wb_C6_LNG500_lowbrent_adv
nlv2b_wb_C6_LNG500_lowbrent_j120,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",lowbrent,Market 10th percentile,1.0,Reference,+20%,ATB Moderate,model,0,"JERA LNG plant, 500 MW · low oil · base rooftop · JERA +20%","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",23.1719,0.0,0.001,0.000678163,R010_outputs_nlv2b_wb_C6_LNG500_lowbrent_j120
nlv2b_wb_C6_LNG500_lowbrent_j120_adv,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",lowbrent,Market 10th percentile,1.0,Reference,+20%,ATB Advanced,model,0,"JERA LNG plant, 500 MW · low oil · base rooftop · ATB-Adv · JERA +20%","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",22.0018,0.0,0.001,0.000612095,R010_outputs_nlv2b_wb_C6_LNG500_lowbrent_j120_adv
nlv2b_wb_C6_LNG500_refbrent,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"JERA LNG plant, 500 MW · EIA-ref oil · base rooftop","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",26.5969,0.0,0.001,0.000971909,R010_outputs_nlv2b_wb_C6_LNG500_refbrent
nlv2b_wb_C6_LNG500_refbrent_adv,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,"JERA LNG plant, 500 MW · EIA-ref oil · base rooftop · ATB-Adv","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",25.3059,0.0,0.001,0.000844529,R010_outputs_nlv2b_wb_C6_LNG500_refbrent_adv
nlv2b_wb_C6_LNG500_refbrent_j120,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",refbrent,EIA reference,1.0,Reference,+20%,ATB Moderate,model,0,"JERA LNG plant, 500 MW · EIA-ref oil · base rooftop · JERA +20%","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",27.0199,0.0,0.001,0.000842375,R010_outputs_nlv2b_wb_C6_LNG500_refbrent_j120
nlv2b_wb_C6_LNG500_refbrent_j120_adv,Conservative rooftop (base),wb_C6_LNG500,"JERA LNG plant, 500 MW",refbrent,EIA reference,1.0,Reference,+20%,ATB Advanced,model,0,"JERA LNG plant, 500 MW · EIA-ref oil · base rooftop · ATB-Adv · JERA +20%","JERA's proposal alone: LNG imports from 2030 with a new 500 MW combined-cycle plant; no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",25.7281,0.0,0.001,0.000695694,R010_outputs_nlv2b_wb_C6_LNG500_refbrent_j120_adv
nlv2b_wr_C1_LSFO250_futbrent,Conservative rooftop (base),wr_C1_LSFO250,Waiau + LSFO 250,futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau + LSFO 250 · futures oil · base rooftop,"The Waiau Repower plus a new 250 MW low-sulfur-fuel-oil plant. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",26.4647,0.0,0.001,0.000947553,R010_outputs_nlv2b_wr_C1_LSFO250_futbrent
nlv2b_wr_C1_LSFO250_futbrent_adv,Conservative rooftop (base),wr_C1_LSFO250,Waiau + LSFO 250,futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau + LSFO 250 · futures oil · base rooftop · ATB-Adv,"The Waiau Repower plus a new 250 MW low-sulfur-fuel-oil plant. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",25.1082,0.0,0.001,0.000995881,R010_outputs_nlv2b_wr_C1_LSFO250_futbrent_adv
nlv2b_wr_C1_LSFO250_highbrent,Conservative rooftop (base),wr_C1_LSFO250,Waiau + LSFO 250,highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau + LSFO 250 · high oil · base rooftop,"The Waiau Repower plus a new 250 MW low-sulfur-fuel-oil plant. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",29.6994,0.0,0.001,0.000999711,R010_outputs_nlv2b_wr_C1_LSFO250_highbrent
nlv2b_wr_C1_LSFO250_highbrent_adv,Conservative rooftop (base),wr_C1_LSFO250,Waiau + LSFO 250,highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau + LSFO 250 · high oil · base rooftop · ATB-Adv,"The Waiau Repower plus a new 250 MW low-sulfur-fuel-oil plant. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",28.019,0.0,0.001,0.000980726,R010_outputs_nlv2b_wr_C1_LSFO250_highbrent_adv
nlv2b_wr_C1_LSFO250_lowbrent,Conservative rooftop (base),wr_C1_LSFO250,Waiau + LSFO 250,lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau + LSFO 250 · low oil · base rooftop,"The Waiau Repower plus a new 250 MW low-sulfur-fuel-oil plant. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",23.4591,0.0,0.001,0.00092433,R010_outputs_nlv2b_wr_C1_LSFO250_lowbrent
nlv2b_wr_C1_LSFO250_lowbrent_adv,Conservative rooftop (base),wr_C1_LSFO250,Waiau + LSFO 250,lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau + LSFO 250 · low oil · base rooftop · ATB-Adv,"The Waiau Repower plus a new 250 MW low-sulfur-fuel-oil plant. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",22.2753,0.0,0.001,0.000826278,R010_outputs_nlv2b_wr_C1_LSFO250_lowbrent_adv
nlv2b_wr_C1_LSFO250_refbrent,Conservative rooftop (base),wr_C1_LSFO250,Waiau + LSFO 250,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau + LSFO 250 · EIA-ref oil · base rooftop,"The Waiau Repower plus a new 250 MW low-sulfur-fuel-oil plant. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",27.9751,0.0,0.001,0.000994974,R010_outputs_nlv2b_wr_C1_LSFO250_refbrent
nlv2b_wr_C1_LSFO250_refbrent_adv,Conservative rooftop (base),wr_C1_LSFO250,Waiau + LSFO 250,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau + LSFO 250 · EIA-ref oil · base rooftop · ATB-Adv,"The Waiau Repower plus a new 250 MW low-sulfur-fuel-oil plant. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",26.5186,0.0,0.001,0.000995998,R010_outputs_nlv2b_wr_C1_LSFO250_refbrent_adv
nlv2b_wr_C4_NOTHERMAL_futbrent,Conservative rooftop (base),wr_C4_NOTHERMAL,Waiau Repower only,futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau Repower only · futures oil · base rooftop,"The Waiau Repower is built; nothing else new burns fuel. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",25.9333,0.0,0.001,0.000995944,R010_outputs_nlv2b_wr_C4_NOTHERMAL_futbrent
nlv2b_wr_C4_NOTHERMAL_futbrent_adv,Conservative rooftop (base),wr_C4_NOTHERMAL,Waiau Repower only,futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau Repower only · futures oil · base rooftop · ATB-Adv,"The Waiau Repower is built; nothing else new burns fuel. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",24.5323,0.0,0.001,0.000951506,R010_outputs_nlv2b_wr_C4_NOTHERMAL_futbrent_adv
nlv2b_wr_C4_NOTHERMAL_highbrent,Conservative rooftop (base),wr_C4_NOTHERMAL,Waiau Repower only,highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau Repower only · high oil · base rooftop,"The Waiau Repower is built; nothing else new burns fuel. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",29.1036,0.0,0.001,0.000978158,R010_outputs_nlv2b_wr_C4_NOTHERMAL_highbrent
nlv2b_wr_C4_NOTHERMAL_highbrent_adv,Conservative rooftop (base),wr_C4_NOTHERMAL,Waiau Repower only,highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau Repower only · high oil · base rooftop · ATB-Adv,"The Waiau Repower is built; nothing else new burns fuel. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",27.2962,0.0,0.001,0.000986574,R010_outputs_nlv2b_wr_C4_NOTHERMAL_highbrent_adv
nlv2b_wr_C4_NOTHERMAL_lowbrent,Conservative rooftop (base),wr_C4_NOTHERMAL,Waiau Repower only,lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau Repower only · low oil · base rooftop,"The Waiau Repower is built; nothing else new burns fuel. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",22.7196,0.0,0.001,0.000633053,R010_outputs_nlv2b_wr_C4_NOTHERMAL_lowbrent
nlv2b_wr_C4_NOTHERMAL_lowbrent_adv,Conservative rooftop (base),wr_C4_NOTHERMAL,Waiau Repower only,lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau Repower only · low oil · base rooftop · ATB-Adv,"The Waiau Repower is built; nothing else new burns fuel. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",21.544,0.0,0.001,0.000842714,R010_outputs_nlv2b_wr_C4_NOTHERMAL_lowbrent_adv
nlv2b_wr_C4_NOTHERMAL_refbrent,Conservative rooftop (base),wr_C4_NOTHERMAL,Waiau Repower only,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau Repower only · EIA-ref oil · base rooftop,"The Waiau Repower is built; nothing else new burns fuel. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",27.4994,0.0,0.001,0.000870328,R010_outputs_nlv2b_wr_C4_NOTHERMAL_refbrent
nlv2b_wr_C4_NOTHERMAL_refbrent_adv,Conservative rooftop (base),wr_C4_NOTHERMAL,Waiau Repower only,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau Repower only · EIA-ref oil · base rooftop · ATB-Adv,"The Waiau Repower is built; nothing else new burns fuel. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",25.9349,0.0,0.001,0.000913942,R010_outputs_nlv2b_wr_C4_NOTHERMAL_refbrent_adv
nlv2b_wr_C5_LNG375_refbrent,Conservative rooftop (base),wr_C5_LNG375,Waiau + LNG 375,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau + LNG 375 · EIA-ref oil · base rooftop,"The Waiau Repower plus a new 375 MW LNG plant with imports from 2030. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",27.7716,0.0,0.001,0.000998724,R010_outputs_nlv2b_wr_C5_LNG375_refbrent
nlv2b_wr_C5_LNG375_refbrent_adv,Conservative rooftop (base),wr_C5_LNG375,Waiau + LNG 375,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau + LNG 375 · EIA-ref oil · base rooftop · ATB-Adv,"The Waiau Repower plus a new 375 MW LNG plant with imports from 2030. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",26.4687,0.0,0.001,0.000967206,R010_outputs_nlv2b_wr_C5_LNG375_refbrent_adv
nlv2b_wr_C5_LNG375_refbrent_j120,Conservative rooftop (base),wr_C5_LNG375,Waiau + LNG 375,refbrent,EIA reference,1.0,Reference,+20%,ATB Moderate,model,0,Waiau + LNG 375 · EIA-ref oil · base rooftop · JERA +20%,"The Waiau Repower plus a new 375 MW LNG plant with imports from 2030. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",28.1086,0.0,0.001,0.000710127,R010_outputs_nlv2b_wr_C5_LNG375_refbrent_j120
nlv2b_wr_C5_LNG375_refbrent_j120_adv,Conservative rooftop (base),wr_C5_LNG375,Waiau + LNG 375,refbrent,EIA reference,1.0,Reference,+20%,ATB Advanced,model,0,Waiau + LNG 375 · EIA-ref oil · base rooftop · ATB-Adv · JERA +20%,"The Waiau Repower plus a new 375 MW LNG plant with imports from 2030. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",26.8141,0.0,0.001,0.00094532,R010_outputs_nlv2b_wr_C5_LNG375_refbrent_j120_adv
nlv2b_wr_C6_LNG500_futbrent,Conservative rooftop (base),wr_C6_LNG500,Waiau + JERA LNG 500 (alt cell),futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau + JERA LNG 500 (alt cell) · futures oil · base rooftop,"The Waiau Repower plus JERA's 500 MW LNG plant (both projects, alternate cell). Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",26.4255,0.0,0.001,0.000985981,R010_outputs_nlv2b_wr_C6_LNG500_futbrent
nlv2b_wr_C6_LNG500_futbrent_j120,Conservative rooftop (base),wr_C6_LNG500,Waiau + JERA LNG 500 (alt cell),futbrent,Brent futures,1.0,Reference,+20%,ATB Moderate,model,0,Waiau + JERA LNG 500 (alt cell) · futures oil · base rooftop · JERA +20%,"The Waiau Repower plus JERA's 500 MW LNG plant (both projects, alternate cell). Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",26.8493,0.0,0.001,0.00087396,R010_outputs_nlv2b_wr_C6_LNG500_futbrent_j120
nlv2b_wr_C6_LNG500_highbrent,Conservative rooftop (base),wr_C6_LNG500,Waiau + JERA LNG 500 (alt cell),highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau + JERA LNG 500 (alt cell) · high oil · base rooftop,"The Waiau Repower plus JERA's 500 MW LNG plant (both projects, alternate cell). Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",30.0609,0.0,0.001,0.000930786,R010_outputs_nlv2b_wr_C6_LNG500_highbrent
nlv2b_wr_C6_LNG500_highbrent_j120,Conservative rooftop (base),wr_C6_LNG500,Waiau + JERA LNG 500 (alt cell),highbrent,Market 90th percentile,1.0,Reference,+20%,ATB Moderate,model,0,Waiau + JERA LNG 500 (alt cell) · high oil · base rooftop · JERA +20%,"The Waiau Repower plus JERA's 500 MW LNG plant (both projects, alternate cell). Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",30.4888,0.0,0.001,0.000999272,R010_outputs_nlv2b_wr_C6_LNG500_highbrent_j120
nlv2b_wr_C6_LNG500_lowbrent,Conservative rooftop (base),wr_C6_LNG500,Waiau + JERA LNG 500 (alt cell),lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau + JERA LNG 500 (alt cell) · low oil · base rooftop,"The Waiau Repower plus JERA's 500 MW LNG plant (both projects, alternate cell). Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",24.2373,0.0,0.001,0.000835628,R010_outputs_nlv2b_wr_C6_LNG500_lowbrent
nlv2b_wr_C6_LNG500_lowbrent_j120,Conservative rooftop (base),wr_C6_LNG500,Waiau + JERA LNG 500 (alt cell),lowbrent,Market 10th percentile,1.0,Reference,+20%,ATB Moderate,model,0,Waiau + JERA LNG 500 (alt cell) · low oil · base rooftop · JERA +20%,"The Waiau Repower plus JERA's 500 MW LNG plant (both projects, alternate cell). Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",24.6633,0.0,0.001,0.000830764,R010_outputs_nlv2b_wr_C6_LNG500_lowbrent_j120
nlv2b_wr_C6_LNG500_refbrent,Conservative rooftop (base),wr_C6_LNG500,Waiau + JERA LNG 500 (alt cell),refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau + JERA LNG 500 (alt cell) · EIA-ref oil · base rooftop,"The Waiau Repower plus JERA's 500 MW LNG plant (both projects, alternate cell). Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",28.0677,0.0,0.001,0.000784066,R010_outputs_nlv2b_wr_C6_LNG500_refbrent
nlv2b_wr_C6_LNG500_refbrent_adv,Conservative rooftop (base),wr_C6_LNG500,Waiau + JERA LNG 500 (alt cell),refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau + JERA LNG 500 (alt cell) · EIA-ref oil · base rooftop · ATB-Adv,"The Waiau Repower plus JERA's 500 MW LNG plant (both projects, alternate cell). Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",26.7909,0.0,0.001,0.00076902,R010_outputs_nlv2b_wr_C6_LNG500_refbrent_adv
