outputs_dir,basis,scenario,total_cost,phrase,relmipgap_achieved,absmipgap,log,log_mtime
outputs_nls_C6_STATUSQUO_lowbrent_j120_adv,outputs,nls_C6_STATUSQUO_lowbrent_j120_adv,26507912850.84859,optimal integer solution within mipgap or absmipgap,0.00124896,3.31073e+07,corr-percell_14173815_163.out.gz,2026-07-25 03:28
outputs_nls_C6_STATUSQUO_refbrent,outputs,nls_C6_STATUSQUO_refbrent,27445083163.70811,optimal (non-)integer solution within mipgap or absmipgap,0.00112408,3.08562e+07,corr-percell_14173815_100.out.gz,2026-07-25 02:26
outputs_nls_C6_STATUSQUO_refbrent_adv,outputs,nls_C6_STATUSQUO_refbrent_adv,26535544285.57761,optimal integer solution within mipgap or absmipgap,0.00194624,5.16527e+07,corr-percell_14173815_101.out.gz,2026-07-25 02:23
outputs_nls_C6_STATUSQUO_refbrent_j120,outputs,nls_C6_STATUSQUO_refbrent_j120,27880371597.90207,optimal integer solution within mipgap or absmipgap,0.00161671,4.50906e+07,corr-percell_14173815_109.out.gz,2026-07-25 02:33
outputs_nls_C6_STATUSQUO_refbrent_j120_adv,outputs,nls_C6_STATUSQUO_refbrent_j120_adv,26964738435.85247,optimal integer solution within mipgap or absmipgap,0.0020741,5.59381e+07,corr-percell_14173815_60.out.gz,2026-07-25 01:54
outputs_nls_be_pv15_C1_LSFO250_refbrent,outputs,nls_be_pv15_C1_LSFO250_refbrent,27713372154.97095,optimal integer solution within mipgap or absmipgap,0.00238197,6.60125e+07,corr-percell_14173815_116.out.gz,2026-07-25 03:40
outputs_nls_be_pv15_C1_LSFO250_refbrent_adv,outputs,nls_be_pv15_C1_LSFO250_refbrent_adv,26967659733.64227,optimal integer solution within mipgap or absmipgap,0.00207581,5.59796e+07,corr-percell_14173815_53.out.gz,2026-07-25 02:00
outputs_nls_be_pv15_C4_NOTHERMAL_refbrent,outputs,nls_be_pv15_C4_NOTHERMAL_refbrent,27375229712.07100,optimal integer solution within mipgap or absmipgap,0.00241378,6.60779e+07,corr-percell_14173815_35.out.gz,2026-07-25 02:00
outputs_nls_be_pv15_C4_NOTHERMAL_refbrent_adv,outputs,nls_be_pv15_C4_NOTHERMAL_refbrent_adv,26615076019.28244,optimal integer solution within mipgap or absmipgap,0.00170792,4.54565e+07,corr-percell_14173815_121.out.gz,2026-07-25 03:09
outputs_nls_be_pv15_wb_C6_LNG500_refbrent,outputs,nls_be_pv15_wb_C6_LNG500_refbrent,27614197083.34968,optimal (non-)integer solution within mipgap or absmipgap,0.00197131,5.44361e+07,corr-percell_14173815_78.out.gz,2026-07-25 03:02
outputs_nls_be_pv15_wb_C6_LNG500_refbrent_j120,outputs,nls_be_pv15_wb_C6_LNG500_refbrent_j120,28054850108.25752,optimal integer solution within mipgap or absmipgap,0.00249962,7.01264e+07,corr-percell_14173815_39.out.gz,2026-07-25 01:28
outputs_nls_be_pv17_C1_LSFO250_refbrent,outputs,nls_be_pv17_C1_LSFO250_refbrent,28323563192.08080,optimal integer solution within mipgap or absmipgap,0.00246135,6.97142e+07,corr-percell_14173815_90.out.gz,2026-07-25 02:59
outputs_nls_be_pv17_C1_LSFO250_refbrent_adv,outputs,nls_be_pv17_C1_LSFO250_refbrent_adv,27480885145.74179,optimal integer solution within mipgap or absmipgap,0.00243766,6.70199e+07,corr-percell_14173815_107.out.gz,2026-07-25 02:35
outputs_nls_be_pv17_C4_NOTHERMAL_refbrent,outputs,nls_be_pv17_C4_NOTHERMAL_refbrent,28070284096.29402,optimal integer solution within mipgap or absmipgap,0.00249445,7.00198e+07,corr-percell_14173815_130.out.gz,2026-07-25 03:19
outputs_nls_be_pv17_C4_NOTHERMAL_refbrent_adv,outputs,nls_be_pv17_C4_NOTHERMAL_refbrent_adv,27209104574.35203,optimal integer solution within mipgap or absmipgap,0.00246197,6.70126e+07,corr-percell_14173815_37.out.gz,2026-07-25 01:24
outputs_nls_be_pv17_wb_C6_LNG500_refbrent,outputs,nls_be_pv17_wb_C6_LNG500_refbrent,28159987009.87854,optimal integer solution within mipgap or absmipgap,0.00184884,5.2073e+07,corr-percell_14173815_156.out.gz,2026-07-25 03:21
outputs_nls_be_pv17_wb_C6_LNG500_refbrent_j120,outputs,nls_be_pv17_wb_C6_LNG500_refbrent_j120,28593083056.58045,optimal (non-)integer solution within mipgap or absmipgap,0.00214856,6.14498e+07,corr-percell_14173815_58.out.gz,2026-07-25 01:51
outputs_nls_egs_high_lng_forced_refbrent,outputs,nls_egs_high_lng_forced_refbrent,26345603891.30349,optimal (non-)integer solution within mipgap or absmipgap,0.00194789,5.13337e+07,corr-percell_14173815_13.out.gz,2026-07-25 01:34
outputs_nls_egs_high_lng_forced_refbrent_adv,outputs,nls_egs_high_lng_forced_refbrent_adv,25064971707.91262,optimal integer solution within mipgap or absmipgap,0.00176263,4.41802e+07,corr-percell_14173815_1.out.gz,2026-07-25 01:34
outputs_nls_egs_high_lng_forced_refbrent_j120_adv,outputs,nls_egs_high_lng_forced_refbrent_j120_adv,25489229203.66600,optimal integer solution within mipgap or absmipgap,0.00206906,5.27594e+07,corr-percell_14173815_150.out.gz,2026-07-25 03:16
outputs_nls_egs_high_no_lng_highbrent_adv,outputs,nls_egs_high_no_lng_highbrent_adv,25288772877.16965,optimal integer solution within mipgap or absmipgap,0.00234152,5.92141e+07,corr-percell_14173942_34.out.gz,2026-07-25 01:39
outputs_nls_egs_high_no_lng_lowbrent_adv,outputs,nls_egs_high_no_lng_lowbrent_adv,24497404232.43781,optimal integer solution within mipgap or absmipgap,0.00237305,5.81335e+07,corr-percell_14173815_47.out.gz,2026-07-25 02:25
outputs_nls_egs_high_no_lng_refbrent_adv,outputs,nls_egs_high_no_lng_refbrent_adv,24849854521.19900,optimal integer solution within mipgap or absmipgap,0.00246761,6.13197e+07,corr-percell_14173815_115.out.gz,2026-07-25 02:51
outputs_nls_egs_low_lng_forced_refbrent,outputs,nls_egs_low_lng_forced_refbrent,25677881161.22145,optimal (non-)integer solution within mipgap or absmipgap,0.00141923,3.64457e+07,corr-percell_14173815_122.out.gz,2026-07-25 02:54
outputs_nls_egs_low_lng_forced_refbrent_adv,outputs,nls_egs_low_lng_forced_refbrent_adv,24836727529.40244,optimal integer solution within mipgap or absmipgap,0.00181648,4.51153e+07,corr-percell_14173815_64.out.gz,2026-07-25 02:05
outputs_nls_egs_low_lng_forced_refbrent_j120,outputs,nls_egs_low_lng_forced_refbrent_j120,26108137880.28758,optimal (non-)integer solution within mipgap or absmipgap,0.00219499,5.73481e+07,corr-percell_14173815_110.out.gz,2026-07-25 02:37
outputs_nls_egs_low_lng_forced_refbrent_j120_adv,outputs,nls_egs_low_lng_forced_refbrent_j120_adv,25270425192.44047,optimal integer solution within mipgap or absmipgap,0.00227089,5.73965e+07,corr-percell_14173815_170.out.gz,2026-07-25 03:39
outputs_nls_egs_low_no_lng_highbrent,outputs,nls_egs_low_no_lng_highbrent,26169483717.31762,optimal integer solution within mipgap or absmipgap,0.00244564,6.4001e+07,corr-percell_14173815_43.out.gz,2026-07-25 02:52
outputs_nls_egs_low_no_lng_highbrent_adv,outputs,nls_egs_low_no_lng_highbrent_adv,24814586006.16931,optimal integer solution within mipgap or absmipgap,0.00248882,6.17592e+07,corr-percell_14173815_157.out.gz,2026-07-25 04:03
outputs_nls_egs_low_no_lng_lowbrent_adv,outputs,nls_egs_low_no_lng_lowbrent_adv,24076842677.61127,optimal integer solution within mipgap or absmipgap,0.00187986,4.52612e+07,corr-percell_14173815_167.out.gz,2026-07-25 04:08
outputs_nls_egs_low_no_lng_refbrent,outputs,nls_egs_low_no_lng_refbrent,25641916439.89326,optimal integer solution within mipgap or absmipgap,0.00243904,6.25416e+07,corr-percell_14173815_125.out.gz,2026-07-25 04:27
outputs_nls_egs_low_no_lng_refbrent_adv,outputs,nls_egs_low_no_lng_refbrent_adv,24402230146.50408,optimal integer solution within mipgap or absmipgap,0.00224842,5.48664e+07,corr-percell_14173942_31.out.gz,2026-07-25 02:05
outputs_nls_egs_none_lng_forced_refbrent,outputs,nls_egs_none_lng_forced_refbrent,26276759633.78808,optimal integer solution within mipgap or absmipgap,0.00159508,4.19253e+07,corr-percell_14173815_63.out.gz,2026-07-25 01:57
outputs_nls_egs_none_lng_forced_refbrent_adv,outputs,nls_egs_none_lng_forced_refbrent_adv,25070674643.46690,optimal integer solution within mipgap or absmipgap,0.00199027,4.98974e+07,corr-percell_14173815_74.out.gz,2026-07-25 02:08
outputs_nls_egs_none_lng_forced_refbrent_j120,outputs,nls_egs_none_lng_forced_refbrent_j120,26720797415.58408,optimal integer solution within mipgap or absmipgap,0.00235533,6.29605e+07,corr-percell_14173815_158.out.gz,2026-07-25 03:23
outputs_nls_egs_none_lng_forced_refbrent_j120_adv,outputs,nls_egs_none_lng_forced_refbrent_j120_adv,25476416423.42115,optimal integer solution within mipgap or absmipgap,0.00158434,4.03797e+07,corr-percell_14173815_145.out.gz,2026-07-25 03:13
outputs_nls_egs_none_no_lng_refbrent,outputs,nls_egs_none_no_lng_refbrent,25932933817.01242,optimal integer solution within mipgap or absmipgap,0.0023491,6.09191e+07,corr-percell_14173815_176.out.gz,2026-07-25 04:13
outputs_nls_egs_none_no_lng_refbrent_adv,outputs,nls_egs_none_no_lng_refbrent_adv,24850589389.45549,optimal integer solution within mipgap or absmipgap,0.00247396,6.14793e+07,corr-percell_14173815_149.out.gz,2026-07-25 04:05
outputs_nls_egs_ref_lng_forced_refbrent,outputs,nls_egs_ref_lng_forced_refbrent,25965792989.98803,optimal integer solution within mipgap or absmipgap,0.00130297,3.38375e+07,corr-percell_14173815_129.out.gz,2026-07-25 02:55
outputs_nls_egs_ref_lng_forced_refbrent_adv,outputs,nls_egs_ref_lng_forced_refbrent_adv,25062356778.93927,optimal integer solution within mipgap or absmipgap,0.00165946,4.159e+07,corr-percell_14173815_88.out.gz,2026-07-25 02:25
outputs_nls_egs_ref_lng_forced_refbrent_j120,outputs,nls_egs_ref_lng_forced_refbrent_j120,26399603500.25905,optimal integer solution within mipgap or absmipgap,0.00167161,4.41401e+07,corr-percell_14173815_126.out.gz,2026-07-25 02:59
outputs_nls_egs_ref_lng_forced_refbrent_j120_adv,outputs,nls_egs_ref_lng_forced_refbrent_j120_adv,25490796459.35709,optimal integer solution within mipgap or absmipgap,0.00173022,4.41046e+07,corr-percell_14173815_30.out.gz,2026-07-25 01:31
outputs_nls_egs_ref_no_lng_refbrent,outputs,nls_egs_ref_no_lng_refbrent,25387524732.85957,optimal integer solution within mipgap or absmipgap,0.00245076,6.22186e+07,corr-percell_14173815_117.out.gz,2026-07-25 03:28
outputs_nls_egs_ref_no_lng_refbrent_adv,outputs,nls_egs_ref_no_lng_refbrent_adv,24842886966.80130,optimal integer solution within mipgap or absmipgap,0.00232811,5.7837e+07,corr-percell_14173942_36.out.gz,2026-07-25 02:08
outputs_nls_lc_C1_LSFO250_highbrent,outputs,nls_lc_C1_LSFO250_highbrent,26743940893.39610,optimal integer solution within mipgap or absmipgap,0.00207713,5.55507e+07,corr-percell_14173815_80.out.gz,2026-07-25 02:22
outputs_nls_lc_C1_LSFO250_highbrent_adv,outputs,nls_lc_C1_LSFO250_highbrent_adv,26199505058.97719,optimal integer solution within mipgap or absmipgap,0.0023354,6.11988e+07,corr-percell_14173815_160.out.gz,2026-07-25 03:18
outputs_nls_lc_C1_LSFO250_lowbrent,outputs,nls_lc_C1_LSFO250_lowbrent,25853565697.63548,optimal integer solution within mipgap or absmipgap,0.00214498,5.54555e+07,corr-percell_14173815_98.out.gz,2026-07-25 02:46
outputs_nls_lc_C1_LSFO250_lowbrent_adv,outputs,nls_lc_C1_LSFO250_lowbrent_adv,25290506587.17797,optimal integer solution within mipgap or absmipgap,0.00179508,4.54063e+07,corr-percell_14173815_165.out.gz,2026-07-25 03:33
outputs_nls_lc_C1_LSFO250_refbrent,outputs,nls_lc_C1_LSFO250_refbrent,26243583051.09699,optimal integer solution within mipgap or absmipgap,0.00246896,6.47943e+07,corr-percell_14173815_25.out.gz,2026-07-25 01:41
outputs_nls_lc_C1_LSFO250_refbrent_adv,outputs,nls_lc_C1_LSFO250_refbrent_adv,25732969114.95250,optimal integer solution within mipgap or absmipgap,0.00244197,6.2839e+07,corr-percell_14173815_38.out.gz,2026-07-25 01:25
outputs_nls_lc_C2_LSFO375_highbrent,outputs,nls_lc_C2_LSFO375_highbrent,27125774124.64174,optimal integer solution within mipgap or absmipgap,0.00228943,6.21025e+07,corr-percell_14173815_0.out.gz,2026-07-25 01:52
outputs_nls_lc_C2_LSFO375_highbrent_adv,outputs,nls_lc_C2_LSFO375_highbrent_adv,26544042681.13291,optimal integer solution within mipgap or absmipgap,0.00209194,5.55525e+07,corr-percell_14173815_44.out.gz,2026-07-25 01:35
outputs_nls_lc_C2_LSFO375_lowbrent,outputs,nls_lc_C2_LSFO375_lowbrent,26238484233.26664,optimal (non-)integer solution within mipgap or absmipgap,0.00240831,6.31904e+07,corr-percell_14173815_138.out.gz,2026-07-25 03:28
outputs_nls_lc_C2_LSFO375_lowbrent_adv,outputs,nls_lc_C2_LSFO375_lowbrent_adv,25617959431.19505,optimal integer solution within mipgap or absmipgap,0.0024006,6.14985e+07,corr-percell_14173815_106.out.gz,2026-07-25 02:29
outputs_nls_lc_C2_LSFO375_refbrent,outputs,nls_lc_C2_LSFO375_refbrent,26616881849.74804,optimal integer solution within mipgap or absmipgap,0.00248739,6.62067e+07,corr-percell_14173815_77.out.gz,2026-07-25 02:20
outputs_nls_lc_C2_LSFO375_refbrent_adv,outputs,nls_lc_C2_LSFO375_refbrent_adv,26061677500.07122,optimal integer solution within mipgap or absmipgap,0.00245049,6.38639e+07,corr-percell_14173815_51.out.gz,2026-07-25 01:44
outputs_nls_lc_C3_LSFO500_highbrent,outputs,nls_lc_C3_LSFO500_highbrent,27571526181.05340,optimal (non-)integer solution within mipgap or absmipgap,0.0024954,6.8802e+07,corr-percell_14173815_33.out.gz,2026-07-25 01:41
outputs_nls_lc_C3_LSFO500_highbrent_adv,outputs,nls_lc_C3_LSFO500_highbrent_adv,26948640691.83962,optimal integer solution within mipgap or absmipgap,0.00226136,6.09694e+07,corr-percell_14173815_162.out.gz,2026-07-25 03:21
outputs_nls_lc_C3_LSFO500_lowbrent,outputs,nls_lc_C3_LSFO500_lowbrent,26677571361.00500,optimal (non-)integer solution within mipgap or absmipgap,0.00225329,6.01123e+07,corr-percell_14173815_134.out.gz,2026-07-25 03:39
outputs_nls_lc_C3_LSFO500_lowbrent_adv,outputs,nls_lc_C3_LSFO500_lowbrent_adv,26002093220.24579,optimal (non-)integer solution within mipgap or absmipgap,0.00237319,6.1708e+07,corr-percell_14173815_83.out.gz,2026-07-25 02:29
outputs_nls_lc_C3_LSFO500_refbrent,outputs,nls_lc_C3_LSFO500_refbrent,27054576231.98662,optimal integer solution within mipgap or absmipgap,0.00240015,6.4935e+07,corr-percell_14173815_15.out.gz,2026-07-25 01:23
outputs_nls_lc_C3_LSFO500_refbrent_adv,outputs,nls_lc_C3_LSFO500_refbrent_adv,26456334219.22287,optimal integer solution within mipgap or absmipgap,0.00242148,6.40635e+07,corr-percell_14173815_127.out.gz,2026-07-25 03:06
outputs_nls_lc_C4_NOTHERMAL_highbrent,outputs,nls_lc_C4_NOTHERMAL_highbrent,26222195778.60077,optimal (non-)integer solution within mipgap or absmipgap,0.00247467,6.49015e+07,corr-percell_14173815_102.out.gz,2026-07-25 02:25
outputs_nls_lc_C4_NOTHERMAL_highbrent_adv,outputs,nls_lc_C4_NOTHERMAL_highbrent_adv,25661203984.93306,optimal integer solution within mipgap or absmipgap,0.0024026,6.16535e+07,corr-percell_14173815_97.out.gz,2026-07-25 02:41
outputs_nls_lc_C4_NOTHERMAL_lowbrent,outputs,nls_lc_C4_NOTHERMAL_lowbrent,25410363201.16749,optimal (non-)integer solution within mipgap or absmipgap,0.00236685,6.01426e+07,corr-percell_14173815_131.out.gz,2026-07-25 03:15
outputs_nls_lc_C4_NOTHERMAL_lowbrent_adv,outputs,nls_lc_C4_NOTHERMAL_lowbrent_adv,24902539002.05892,optimal integer solution within mipgap or absmipgap,0.00245536,6.11447e+07,corr-percell_14173815_42.out.gz,2026-07-25 01:43
outputs_nls_lc_C4_NOTHERMAL_refbrent,outputs,nls_lc_C4_NOTHERMAL_refbrent,25770300573.45558,optimal (non-)integer solution within mipgap or absmipgap,0.00247701,6.38332e+07,corr-percell_14173815_17.out.gz,2026-07-25 01:36
outputs_nls_lc_C4_NOTHERMAL_refbrent_adv,outputs,nls_lc_C4_NOTHERMAL_refbrent_adv,25245989560.43149,optimal integer solution within mipgap or absmipgap,0.00245468,6.19708e+07,corr-percell_14173815_159.out.gz,2026-07-25 03:39
outputs_nls_lc_C5_LNG375_highbrent,outputs,nls_lc_C5_LNG375_highbrent,26636002284.82611,optimal integer solution within mipgap or absmipgap,0.00242854,6.46865e+07,corr-percell_14173815_21.out.gz,2026-07-25 01:28
outputs_nls_lc_C5_LNG375_highbrent_adv,outputs,nls_lc_C5_LNG375_highbrent_adv,25929965768.33759,optimal integer solution within mipgap or absmipgap,0.00169506,4.39527e+07,corr-percell_14173815_147.out.gz,2026-07-25 03:11
outputs_nls_lc_C5_LNG375_highbrent_j120,outputs,nls_lc_C5_LNG375_highbrent_j120,26982885958.31538,optimal (non-)integer solution within mipgap or absmipgap,0.00241714,6.52213e+07,corr-percell_14173815_161.out.gz,2026-07-25 03:37
outputs_nls_lc_C5_LNG375_highbrent_j120_adv,outputs,nls_lc_C5_LNG375_highbrent_j120_adv,26275370803.55678,optimal integer solution within mipgap or absmipgap,0.00167277,4.39527e+07,corr-percell_14173815_6.out.gz,2026-07-25 01:27
outputs_nls_lc_C5_LNG375_lowbrent,outputs,nls_lc_C5_LNG375_lowbrent,25673630299.20576,optimal (non-)integer solution within mipgap or absmipgap,0.00193855,4.97843e+07,corr-percell_14173815_139.out.gz,2026-07-25 02:57
outputs_nls_lc_C5_LNG375_lowbrent_adv,outputs,nls_lc_C5_LNG375_lowbrent_adv,24930715222.37146,optimal integer solution within mipgap or absmipgap,0.00232037,5.78485e+07,corr-percell_14173815_128.out.gz,2026-07-25 02:55
outputs_nls_lc_C5_LNG375_lowbrent_j120,outputs,nls_lc_C5_LNG375_lowbrent_j120,26037959488.88509,optimal (non-)integer solution within mipgap or absmipgap,0.00231222,6.02054e+07,corr-percell_14173815_62.out.gz,2026-07-25 02:10
outputs_nls_lc_C5_LNG375_lowbrent_j120_adv,outputs,nls_lc_C5_LNG375_lowbrent_j120_adv,25266325789.47343,optimal integer solution within mipgap or absmipgap,0.00245403,6.20384e+07,corr-percell_14173815_105.out.gz,2026-07-25 02:28
outputs_nls_lc_C5_LNG375_refbrent,outputs,nls_lc_C5_LNG375_refbrent,26049306504.20013,optimal integer solution within mipgap or absmipgap,0.00141554,3.68816e+07,corr-percell_14173815_76.out.gz,2026-07-25 02:02
outputs_nls_lc_C5_LNG375_refbrent_adv,outputs,nls_lc_C5_LNG375_refbrent_adv,25331389154.82646,optimal (non-)integer solution within mipgap or absmipgap,0.00218392,5.53463e+07,corr-percell_14173815_84.out.gz,2026-07-25 02:14
outputs_nls_lc_C5_LNG375_refbrent_j120,outputs,nls_lc_C5_LNG375_refbrent_j120,26402067182.17917,optimal integer solution within mipgap or absmipgap,0.00166894,4.40725e+07,corr-percell_14173815_41.out.gz,2026-07-25 01:24
outputs_nls_lc_C5_LNG375_refbrent_j120_adv,outputs,nls_lc_C5_LNG375_refbrent_j120_adv,25677763361.30913,optimal integer solution within mipgap or absmipgap,0.00175011,4.4939e+07,corr-percell_14173815_29.out.gz,2026-07-25 01:30
outputs_nls_lc_C6_STATUSQUO_highbrent,outputs,nls_lc_C6_STATUSQUO_highbrent,28420217742.04063,optimal integer solution within mipgap or absmipgap,0.00117255,3.33304e+07,corr-percell_14173815_91.out.gz,2026-07-25 02:16
outputs_nls_lc_C6_STATUSQUO_highbrent_adv,outputs,nls_lc_C6_STATUSQUO_highbrent_adv,27583217253.81366,optimal integer solution within mipgap or absmipgap,0.00169792,4.6834e+07,corr-percell_14173815_10.out.gz,2026-07-25 01:24
outputs_nls_lc_C6_STATUSQUO_highbrent_j120,outputs,nls_lc_C6_STATUSQUO_highbrent_j120,28860038150.96717,optimal integer solution within mipgap or absmipgap,0.0023421,6.76537e+07,corr-percell_14173815_86.out.gz,2026-07-25 02:16
outputs_nls_lc_C6_STATUSQUO_highbrent_j120_adv,outputs,nls_lc_C6_STATUSQUO_highbrent_j120_adv,28001909857.63520,optimal integer solution within mipgap or absmipgap,0.00141501,3.96229e+07,corr-percell_14173815_12.out.gz,2026-07-25 01:25
outputs_nls_lc_C6_STATUSQUO_lowbrent,outputs,nls_lc_C6_STATUSQUO_lowbrent,27466005301.50134,optimal (non-)integer solution within mipgap or absmipgap,0.00201028,5.52144e+07,corr-percell_14173815_151.out.gz,2026-07-25 03:49
outputs_nls_lc_C6_STATUSQUO_lowbrent_adv,outputs,nls_lc_C6_STATUSQUO_lowbrent_adv,26518463782.56567,optimal integer solution within mipgap or absmipgap,0.00213592,5.66548e+07,corr-percell_14173815_14.out.gz,2026-07-25 01:16
outputs_nls_lc_C6_STATUSQUO_lowbrent_j120,outputs,nls_lc_C6_STATUSQUO_lowbrent_j120,27874143463.08364,optimal (non-)integer solution within mipgap or absmipgap,0.00133945,3.73361e+07,corr-percell_14173815_113.out.gz,2026-07-25 02:58
outputs_nls_lc_C6_STATUSQUO_lowbrent_j120_adv,outputs,nls_lc_C6_STATUSQUO_lowbrent_j120_adv,26926533070.94960,optimal integer solution within mipgap or absmipgap,0.00114796,3.09107e+07,corr-percell_14173815_166.out.gz,2026-07-25 03:30
outputs_nls_lc_C6_STATUSQUO_refbrent,outputs,nls_lc_C6_STATUSQUO_refbrent,27850822002.13099,optimal integer solution within mipgap or absmipgap,0.00239458,6.67703e+07,corr-percell_14173815_89.out.gz,2026-07-25 02:13
outputs_nls_lc_C6_STATUSQUO_refbrent_adv,outputs,nls_lc_C6_STATUSQUO_refbrent_adv,26937330476.56477,optimal integer solution within mipgap or absmipgap,0.00119212,3.21125e+07,corr-percell_14173815_144.out.gz,2026-07-25 03:04
outputs_nls_lc_C6_STATUSQUO_refbrent_j120,outputs,nls_lc_C6_STATUSQUO_refbrent_j120,28293553153.63199,optimal integer solution within mipgap or absmipgap,0.00203638,5.7631e+07,corr-percell_14173815_178.out.gz,2026-07-25 03:39
outputs_nls_lc_C6_STATUSQUO_refbrent_j120_adv,outputs,nls_lc_C6_STATUSQUO_refbrent_j120_adv,27382639036.79728,optimal integer solution within mipgap or absmipgap,0.00245049,6.7139e+07,corr-percell_14173815_57.out.gz,2026-07-25 01:46
outputs_nls_lngconv_heco_refbrent,outputs,nls_lngconv_heco_refbrent,24365748949.98761,optimal integer solution within mipgap or absmipgap,0.00214148,5.21789e+07,corr-percell_14173815_27.out.gz,2026-07-25 01:47
outputs_nls_lngconv_noplant_refbrent,outputs,nls_lngconv_noplant_refbrent,24996527398.25069,optimal integer solution within mipgap or absmipgap,0.00232455,5.81056e+07,corr-percell_14173815_95.out.gz,2026-07-25 02:58
outputs_nls_lngconv_opt_refbrent,outputs,nls_lngconv_opt_refbrent,24993343822.93578,optimal integer solution within mipgap or absmipgap,0.0021366,5.34009e+07,corr-percell_14173815_71.out.gz,2026-07-25 02:37
outputs_nls_lngconv_wjera_refbrent,outputs,nls_lngconv_wjera_refbrent,25513876895.69609,optimal integer solution within mipgap or absmipgap,0.00164249,4.19263e+07,corr-percell_14173815_2.out.gz,2026-07-25 01:26
outputs_nls_norps_LNG500_refbrent,outputs,nls_norps_LNG500_refbrent,25220101972.64212,optimal integer solution within mipgap or absmipgap,0.00233078,5.87826e+07,corr-percell_14173815_133.out.gz,2026-07-25 04:04
outputs_nls_norps_LNG500_refbrent_j120,outputs,nls_norps_LNG500_refbrent_j120,25753171156.04205,optimal integer solution within mipgap or absmipgap,0.00242931,6.25625e+07,corr-percell_14173815_146.out.gz,2026-07-25 05:06
outputs_nls_norps_LNGOPT_refbrent,outputs,nls_norps_LNGOPT_refbrent,25023762945.53906,optimal integer solution within mipgap or absmipgap,0.00194016,4.85502e+07,corr-percell_14173815_94.out.gz,2026-07-25 21:15
outputs_nls_norps_NOTHERMAL_refbrent,outputs,nls_norps_NOTHERMAL_refbrent,25121898657.39779,optimal integer solution within mipgap or absmipgap,0.00239585,6.01884e+07,corr-percell_14173815_111.out.gz,2026-07-25 03:27
outputs_nls_wb_C5_LNG375_refbrent,outputs,nls_wb_C5_LNG375_refbrent,25659293476.43505,optimal integer solution within mipgap or absmipgap,0.00190092,4.87944e+07,corr-percell_14173815_123.out.gz,2026-07-25 02:53
outputs_nls_wb_C5_LNG375_refbrent_adv,outputs,nls_wb_C5_LNG375_refbrent_adv,24918799925.54137,optimal integer solution within mipgap or absmipgap,0.00147692,3.68031e+07,corr-percell_14173815_168.out.gz,2026-07-25 03:39
outputs_nls_wb_C5_LNG375_refbrent_j120,outputs,nls_wb_C5_LNG375_refbrent_j120,26001446551.22605,optimal integer solution within mipgap or absmipgap,0.0016709,4.34583e+07,corr-percell_14173815_9.out.gz,2026-07-25 01:29
outputs_nls_wb_C5_LNG375_refbrent_j120_adv,outputs,nls_wb_C5_LNG375_refbrent_j120_adv,25264488180.55358,optimal integer solution within mipgap or absmipgap,0.00166965,4.21911e+07,corr-percell_14173815_175.out.gz,2026-07-25 03:43
outputs_nls_wb_C6_LNG500_highbrent,outputs,nls_wb_C6_LNG500_highbrent,26533830198.71545,optimal integer solution within mipgap or absmipgap,0.00165607,4.39662e+07,corr-percell_14173815_148.out.gz,2026-07-25 03:13
outputs_nls_wb_C6_LNG500_highbrent_adv,outputs,nls_wb_C6_LNG500_highbrent_adv,25680385504.70161,optimal integer solution within mipgap or absmipgap,0.00134354,3.45027e+07,corr-percell_14173815_164.out.gz,2026-07-25 03:28
outputs_nls_wb_C6_LNG500_highbrent_j120,outputs,nls_wb_C6_LNG500_highbrent_j120,26963388056.50470,optimal integer solution within mipgap or absmipgap,0.00134296,3.62152e+07,corr-percell_14173815_70.out.gz,2026-07-25 02:00
outputs_nls_wb_C6_LNG500_highbrent_j120_adv,outputs,nls_wb_C6_LNG500_highbrent_j120_adv,26109615443.30645,optimal integer solution within mipgap or absmipgap,0.00144837,3.78163e+07,corr-percell_14173815_140.out.gz,2026-07-25 03:03
outputs_nls_wb_C6_LNG500_lowbrent,outputs,nls_wb_C6_LNG500_lowbrent,25564496327.32356,optimal integer solution within mipgap or absmipgap,0.00167994,4.29619e+07,corr-percell_14173815_16.out.gz,2026-07-25 01:20
outputs_nls_wb_C6_LNG500_lowbrent_adv,outputs,nls_wb_C6_LNG500_lowbrent_adv,24633938249.21826,optimal integer solution within mipgap or absmipgap,0.0019904,4.90315e+07,corr-percell_14173815_48.out.gz,2026-07-25 01:51
outputs_nls_wb_C6_LNG500_lowbrent_j120,outputs,nls_wb_C6_LNG500_lowbrent_j120,25980007233.44271,optimal (non-)integer solution within mipgap or absmipgap,0.0010948,2.84482e+07,corr-percell_14173815_85.out.gz,2026-07-25 02:18
outputs_nls_wb_C6_LNG500_lowbrent_j120_adv,outputs,nls_wb_C6_LNG500_lowbrent_j120_adv,25062675868.95900,optimal integer solution within mipgap or absmipgap,0.00207116,5.19088e+07,corr-percell_14173815_152.out.gz,2026-07-25 03:19
outputs_nls_wb_C6_LNG500_refbrent,outputs,nls_wb_C6_LNG500_refbrent,25970929570.29583,optimal integer solution within mipgap or absmipgap,0.00167126,4.34177e+07,corr-percell_14173815_135.out.gz,2026-07-25 02:58
